index_num,ra,dec,conf,objID,distance,type,ra_crossmatched,dec_crossmatched
43989,224.5858,-8.904417,0.721481,1.24E+18,0.016968002,3,224.5855457,-8.904287525
43990,225.5897,-9.499767,0.776154,1.24E+18,0.022521507,3,225.5893815,-9.499633256
43991,228.2159,-11.1078,0.684475,1.24E+18,0.010826584,3,228.2157894,-11.10791915
43992,214.239,-1.077469,0.701044,1.24E+18,0.012644834,3,214.2387595,-1.077437169
43993,227.4628,-10.14321,0.704575,1.24E+18,0.030306793,3,227.4623326,-10.14318254
43994,209.3579,2.694187,0.659689,1.24E+18,0.015265444,3,209.3576988,2.694266944
43995,210.8152,1.776487,0.701045,1.24E+18,0.00795559,3,210.8150953,1.776432288
43996,211.7637,1.123463,0.672045,1.24E+18,0.025382523,3,211.763295,1.123444007
43997,213.6257,-0.1522546,0.741206,1.24E+18,0.008995973,3,213.6255384,-0.152232359
43998,217.1785,-2.656581,0.680312,1.24E+18,0.02449003,3,217.1781864,-2.656270372
43999,228.2586,-10.25153,0.729881,1.24E+18,0.024845468,3,228.2583351,-10.25122508
44000,228.9295,-10.56709,0.692889,1.24E+18,0.027769128,3,228.9290868,-10.56690617
44001,216.8008,-1.899756,0.762632,1.24E+18,0.038965029,3,216.8001173,-1.899793079
44002,217.8422,-2.722867,0.657117,1.24E+18,0.009307026,3,217.8421729,-2.72271587
44003,218.3641,-2.967013,0.688156,1.24E+18,0.020061343,3,218.3637739,-2.967060714
44004,219.6374,-3.950911,0.668058,1.24E+18,0.034559869,3,219.6369555,-3.950514657
44006,165.3985,-1.091235,0.692424,1.24E+18,0.022998991,3,165.398083,-1.091134131
44007,172.9034,-1.122253,0.688544,1.24E+18,0.017973514,3,172.9032703,-1.122531271
44008,173.9655,-1.109743,0.721279,1.24E+18,0.034946604,3,173.9655285,-1.110325766
44009,178.674,-1.240017,0.735834,1.24E+18,0.023959612,3,178.6736409,-1.240249365
44010,179.9713,-1.089551,0.675471,1.24E+18,0.025842704,3,179.9709375,-1.089827623
44011,168.4939,-0.8101808,0.657616,1.24E+18,0.014347313,3,168.4940441,-0.81039719
44012,170.2694,-0.8127313,0.681593,1.24E+18,0.006061989,3,170.2693711,-0.812805468
44013,171.1481,-0.7831175,0.694739,1.24E+18,0.055767934,3,171.1471656,-0.7829914
44014,172.1965,-0.646881,0.651016,1.24E+18,0.025842587,3,172.1962058,-0.647219467
44015,173.9283,-0.8160127,0.791461,1.24E+18,0.023680927,3,173.9279195,-0.816010103
44016,176.3855,-0.7397923,0.724525,1.24E+18,0.01308814,3,176.3853607,-0.739931556
44017,177.4862,-0.7521105,0.652517,1.24E+18,0.019360235,3,177.4859845,-0.752381156
44018,179.8229,-0.7341978,0.752764,1.24E+18,0.029441792,3,179.8224395,-0.73394607
44019,182.0717,-0.8182629,0.761098,1.24E+18,0.011992504,3,182.0715601,-0.818387581
44020,182.9722,-0.6459378,0.716992,1.24E+18,0.028171286,3,182.9721759,-0.646406747
44021,164.8133,-0.424288,0.711391,1.24E+18,0.03387651,3,164.8127639,-0.424521072
44022,164.8553,-0.3108745,0.740308,1.24E+18,0.011453007,3,164.855208,-0.311041286
44023,169.6773,-0.328683,0.791002,1.24E+18,0.014946731,3,169.6770276,-0.328675484
44024,170.1003,-0.3403155,0.724936,1.24E+18,0.025747354,3,170.0998857,-0.340370204
44025,171.4279,-0.3225463,0.745944,1.24E+18,0.034170755,3,171.4279925,-0.323099344
44026,173.2275,-0.3865319,0.666237,1.24E+18,0.017226024,3,173.2275584,-0.386811478
44027,162.9012,0.1783659,0.737381,1.24E+18,0.027836946,3,162.9009217,0.177983236
44028,165.6091,0.1370253,0.685191,1.24E+18,0.028181766,3,165.6086835,0.136882302
44029,168.5238,0.00931568,0.659785,1.24E+18,0.026032201,3,168.5234079,0.009234896
44030,170.0742,0.1539026,0.735373,1.24E+18,0.042953219,3,170.0734596,0.153843114
44031,170.3383,0.1299417,0.658984,1.24E+18,0.035953462,3,170.3376882,0.129931564
44032,173.1602,0.1048278,0.726583,1.24E+18,0.021255179,3,173.1598634,0.104811789
44033,177.1577,0.02446997,0.793892,1.24E+18,0.009773948,3,177.1574941,0.024437917
44034,177.9889,0.05557303,0.665502,1.24E+18,0.024070568,3,177.9888394,0.055180465
44035,179.1287,0.05865763,0.675402,1.24E+18,0.016854838,3,179.1283971,0.05856446
44036,179.1661,0.1305995,0.701539,1.24E+18,0.002358369,3,179.1660755,0.130563737
44037,180.5969,0.120387,0.654897,1.24E+18,0.018441707,3,180.5966347,0.120199249
44038,181.3024,0.1046535,0.746415,1.24E+18,0.009769413,3,181.3023835,0.104809785
44039,165.2749,0.542945,0.653751,1.24E+18,0.013657001,3,165.2746691,0.543010474
44040,167.5288,0.5629668,0.731238,1.24E+18,0.003735693,3,167.5287908,0.562914063
44041,169.4597,0.6162385,0.662466,1.24E+18,0.013938381,3,169.4594714,0.616207094
44042,171.9621,0.4252019,0.729267,1.24E+18,0.009853377,3,171.9621292,0.425038279
44043,172.649,0.5680403,0.665058,1.24E+18,0.022051994,3,172.6486625,0.567944563
44044,172.6697,0.5850861,0.702231,1.24E+18,0.021193451,3,172.6693742,0.584971326
44045,174.6179,0.5958655,0.657971,1.24E+18,0.022333444,3,174.6177251,0.595539412
44046,174.8774,0.5736349,0.758035,1.24E+18,0.020563065,3,174.8770817,0.573466791
44047,175.9557,0.4312529,0.692065,1.24E+18,0.012170707,3,175.9554558,0.431270202
44048,178.958,0.5156394,0.676368,1.24E+18,0.016766362,3,178.9579171,0.515366549
44049,179.5975,0.5012184,0.680477,1.24E+18,0.019128248,3,179.5972737,0.500997595
44050,166.6276,0.8785001,0.65361,1.24E+18,0.020891207,3,166.6272564,0.87841489
44051,169.0462,0.9955626,0.686269,1.24E+18,0.009819027,3,169.0460094,0.99549359
44052,176.8119,1.026973,0.695092,1.24E+18,0.027579145,3,176.8118413,1.026513463
44053,177.3803,0.9449205,0.691861,1.24E+18,0.023328896,3,177.3803475,0.944533476
44054,181.9815,0.8616735,0.674906,1.24E+18,0.024003836,3,181.9813028,0.862008393
44055,182.682,0.95197,0.685704,1.24E+18,0.009454881,3,182.6819422,0.951834145
44057,231.9859,-14.66647,0.693919,1.24E+18,0.026895713,3,231.9857366,-14.66687534
44058,233.5268,-15.52548,0.787766,1.24E+18,0.024474452,3,233.526378,-15.52531534
44059,218.5642,-5.264546,0.666761,1.24E+18,0.00973458,3,218.5640615,-5.264553667
44060,219.9827,-6.317406,0.733604,1.24E+18,0.026800405,3,219.9823534,-6.317085275
44061,220.4439,-6.486097,0.763134,1.24E+18,0.091130451,3,220.4440285,-6.484582048
44062,227.2485,-11.12437,0.682915,1.24E+18,0.011516957,3,227.248678,-11.12423843
44063,229.5808,-12.65156,0.779346,1.24E+18,0.008182679,3,229.580687,-12.65147458
44064,231.6954,-13.96641,0.810106,1.24E+18,0.015094326,3,231.6951107,-13.96648342
44065,233.8951,-15.15853,0.66699,1.24E+18,0.009695074,3,233.8949645,-15.15866817
44067,234.5277,-15.56641,0.810704,1.24E+18,0.016752228,3,234.5275578,-15.56617622
44068,235.5416,-16.20692,0.717419,1.24E+18,0.043242571,3,235.5408215,-16.20702141
44069,235.561,-16.18741,0.817268,1.24E+18,0.026487291,3,235.5605544,-16.18731737
44070,222.2557,-7.192742,0.775228,1.24E+18,0.025891947,3,222.2552419,-7.192764686
44071,226.6395,-10.09787,0.733962,1.24E+18,0.013368517,3,226.6392922,-10.09801625
44072,229.4843,-12.13239,0.767861,1.24E+18,0.030832892,3,229.4838802,-12.1320556
44073,230.3566,-12.48399,0.692262,1.24E+18,0.016117174,3,230.3564695,-12.48373254
44074,235.348,-15.72902,0.760717,1.24E+18,0.026866644,3,235.3484329,-15.72878865
44075,235.7567,-15.84777,0.711376,1.24E+18,0.021837349,3,235.756305,-15.84777396
44076,216.949,-2.950682,0.656922,1.24E+18,0.022799123,3,216.9486196,-2.950819107
44077,226.6568,-9.679375,0.754204,1.24E+18,0.017926429,3,226.6566797,-9.679115125
44078,236.2386,-15.79256,0.667413,1.24E+18,0.025812696,3,236.2390787,-15.79253523
44079,236.7379,-15.91738,0.674442,1.24E+18,0.039614003,3,236.7373216,-15.91765286
44080,217.1241,-2.711505,0.684994,1.24E+18,0.051737858,3,217.1234451,-2.711000913
44081,218.7252,-3.80806,0.786094,1.24E+18,0.016613361,3,218.7249316,-3.808110046
44082,225.7928,-8.576641,0.662973,1.24E+18,0.011615034,3,225.7927452,-8.576475564
44083,218.9793,-3.403369,0.778495,1.24E+18,0.026008694,3,218.9788596,-3.403373513
44084,219.0434,-3.493196,0.688673,1.24E+18,0.032951382,3,219.0428958,-3.492936752
44085,226.0394,-8.359647,0.664839,1.24E+18,0.015052246,3,226.0392387,-8.359430794
44086,235.3846,-14.15243,0.682531,1.24E+18,0.006173579,3,235.3845838,-14.15234934
44088,237.0004,-15.07236,0.776129,1.24E+18,0.017384955,3,237.0004278,-15.07207541
44089,237.1225,-15.30178,0.758355,1.24E+18,0.019627426,3,237.1225983,-15.30147024
44090,319.3044,19.23636,0.679378,1.24E+18,0.015163975,3,319.3041682,19.23646116
44091,321.8169,17.24973,0.679323,1.24E+18,0.021393882,3,321.8164959,17.24967156
44092,322.6916,16.47946,0.657741,1.24E+18,0.052344058,3,322.6913299,16.4786236
44093,325.2195,14.17009,0.777382,1.24E+18,0.00773469,3,325.2194168,14.17021215
44094,318.1358,20.60275,0.821609,1.24E+18,0.015738105,3,318.1355925,20.60294971
44097,323.7827,16.10189,0.709248,1.24E+18,0.01801857,3,323.7823658,16.10177199
44098,320.1303,19.76474,0.669131,1.24E+18,0.006546223,3,320.1301672,19.76477062
44099,323.1781,17.23196,0.70079,1.24E+18,0.018054207,3,323.1777751,17.23185839
44100,324.5303,15.97881,0.715307,1.24E+18,0.015266238,3,324.5300399,15.97882445
44101,313.1313,25.48397,0.701213,1.24E+18,0.017217636,3,313.1309707,25.48394274
44102,316.982,22.62118,0.806468,1.24E+18,0.063992138,3,316.9808823,22.62102065
44103,319.2788,20.88631,0.666131,1.24E+18,0.026325105,3,319.2783422,20.88626299
44104,321.2198,19.24796,0.771265,1.24E+18,0.03248865,3,321.2195671,19.24844408
44105,323.7901,17.19766,0.688807,1.24E+18,0.021833609,3,323.7897834,17.1978968
44106,325.7709,15.42535,0.796675,1.24E+18,0.023968456,3,325.7707309,15.42572985
44107,325.8302,15.9488,0.711966,1.24E+18,0.019205707,3,325.8298673,15.94879315
44108,313.2472,26.40196,0.696584,1.24E+18,0.026365916,3,313.2468003,26.40222067
44109,322.1743,19.75644,0.696911,1.24E+18,0.024954594,3,322.1743967,19.75603167
44110,326.8337,15.48521,0.743036,1.24E+18,0.022936483,3,326.8334201,15.48549991
44111,72.97407,-5.946815,0.853465,1.24E+18,0.094547791,3,72.9735226,-5.948294611
44112,74.46447,-5.086682,0.755236,1.24E+18,0.024606987,3,74.46432283,-5.087064902
44114,79.47655,-2.366364,0.707695,1.24E+18,0.051942187,3,79.47568093,-2.366379225
44116,73.8539,-4.957472,0.769804,1.24E+18,0.028772927,3,73.85390963,-4.95795171
44117,74.0155,-4.760647,0.696826,1.24E+18,0.019526941,3,74.01553227,-4.760323164
44118,75.35188,-4.263615,0.765335,1.24E+18,0.012326678,3,75.35180205,-4.263804079
44119,80.39259,-1.41586,0.728448,1.24E+18,0.021471977,3,80.39232739,-1.416107997
44120,87.93378,2.809578,0.663409,1.24E+18,0.017179654,3,87.93363799,2.809332061
44121,70.25814,-6.362076,0.73608,1.24E+18,0.014712946,3,70.2580857,-6.362315358
44122,71.43253,-5.691532,0.661972,1.24E+18,0.013231056,3,71.43237832,-5.691696398
44123,72.0296,-5.482518,0.77086,1.24E+18,0.014352373,3,72.02939937,-5.482646236
44124,73.41103,-4.728602,0.652082,1.24E+18,0.027486564,3,73.41071959,-4.728936948
44125,74.13134,-4.374935,0.712149,1.24E+18,0.011377962,3,74.13122269,-4.375084392
44126,76.06263,-3.18193,0.784949,1.24E+18,0.012032494,3,76.06249515,-3.1820792
44127,79.52351,-1.435744,0.714355,1.24E+18,0.044271765,3,79.52308812,-1.436347077
44128,72.087,-5.036345,0.681748,1.24E+18,0.03509191,3,72.08677818,-5.036887339
44129,72.19102,-5.024888,0.7218,1.24E+18,0.025052937,3,72.19077839,-5.024549771
44130,73.66457,-4.200219,0.788231,1.24E+18,0.017115485,3,73.66469909,-4.200475524
44131,79.14041,-1.189744,0.729837,1.24E+18,0.017470708,3,79.14043953,-1.189453704
44132,71.11355,-4.926132,0.774294,1.24E+18,0.018179829,3,71.11330671,-4.926316267
44133,71.81432,-4.640103,0.726673,1.24E+18,0.03530774,3,71.81373651,-4.640216498
44134,73.18774,-3.952581,0.786631,1.24E+18,0.020485705,3,73.188043,-3.952732854
44135,73.38668,-3.783494,0.701652,1.24E+18,0.014626957,3,73.38643684,-3.783477675
44136,74.07856,-3.530795,0.76469,1.24E+18,0.02086501,3,74.07838038,-3.531092669
44137,76.91935,-1.979695,0.737872,1.24E+18,0.061968443,3,76.92037511,-1.979566589
44139,79.21373,-0.1358797,0.660155,1.24E+18,0.03305333,3,79.21338541,-0.136309591
44140,82.75519,1.83888,0.696494,1.24E+18,0.017930927,3,82.75492871,1.838730863
44141,90.12534,5.818257,0.736719,1.24E+18,0.026386584,3,90.12493133,5.818079161
44142,20.77,-1.220261,0.670882,1.24E+18,0.025944944,3,20.7700445,-1.220691877
44143,44.76033,-1.116531,0.722286,1.24E+18,0.003041909,3,44.76028474,-1.116553724
44144,31.20152,-0.6589195,0.673242,1.24E+18,0.035556352,3,31.20093532,-0.659041799
44145,57.68703,-0.3663426,0.680276,1.24E+18,0.036467294,3,57.68642988,-0.366403667
44146,43.50899,0.4594267,0.716091,1.24E+18,0.011043193,3,43.50882827,0.459334262
44147,98.42417,-21.21114,0.735656,1.24E+18,0.005531609,3,98.42410187,-21.21120901
44148,6.600368,31.47593,0.724395,1.24E+18,0.013317435,3,6.600448513,31.47572391
44149,10.48578,35.51097,0.713047,1.24E+18,0.020566737,3,10.48552219,35.51069752
44150,14.93907,39.94042,0.772427,1.24E+18,0.016819358,3,14.93931189,39.94021333
44151,16.12624,40.80286,0.718409,1.24E+18,0.006925853,3,16.12629269,40.802752
44152,17.77097,42.05082,0.68928,1.24E+18,0.026933864,3,17.77089334,42.05037825
44153,5.226126,30.62961,0.761515,1.24E+18,0.040693436,3,5.226788421,30.62924226
44154,6.216314,31.54313,0.782442,1.24E+18,0.0167857,3,6.216023413,31.54299744
44155,15.38519,40.79185,0.702152,1.24E+18,0.013594609,3,15.38545089,40.79174015
44156,15.85821,41.15044,0.677204,1.24E+18,0.00543709,3,15.85810779,41.15038381
44157,17.22367,42.43569,0.6515,1.24E+18,0.017018815,3,17.22329802,42.43561284
44158,7.502738,33.84634,0.665803,1.24E+18,0.009526439,3,7.502666418,33.84619296
44159,9.040297,35.5842,0.779271,1.24E+18,0.030439202,3,9.039679559,35.58412322
44160,10.54883,37.01668,0.721128,1.24E+18,0.051036517,3,10.54858929,37.01585378
44161,10.7387,37.28544,0.675307,1.24E+18,0.008637234,3,10.7388351,37.28534418
44162,11.18409,37.82713,0.666272,1.24E+18,0.016870844,3,11.18386932,37.82691413
44163,13.00336,39.50967,0.737221,1.24E+18,0.019850283,3,13.0034208,39.50934639
44165,18.38661,43.94251,0.663599,1.24E+18,0.009240447,3,18.38648993,43.94238698
44166,5.092212,31.88144,0.667109,1.24E+18,0.0239516,3,5.092288046,31.88104525
44167,9.96669,37.10462,0.698477,1.24E+18,0.017140206,3,9.966659276,37.10433727
44168,10.95393,38.02847,0.650592,1.24E+18,0.020622702,3,10.95348939,38.02845485
44169,12.61757,39.56259,0.664611,1.24E+18,0.029515015,3,12.61693037,39.56260591
44170,13.06468,40.04739,0.746058,1.24E+18,0.034550572,3,13.06453187,40.04682104
44171,13.71577,40.57158,0.743429,1.24E+18,0.007210224,3,13.71562206,40.57162511
44172,16.46651,43.09749,0.725125,1.24E+18,0.019914656,3,16.46619841,43.09724339
44173,4.164333,31.52981,0.751445,1.24E+18,0.011971956,3,4.164399402,31.52961853
44174,4.442011,31.55253,0.7755,1.24E+18,0.012686886,3,4.44206285,31.55232344
44175,4.700072,32.04719,0.717311,1.24E+18,0.028434321,3,4.699577729,32.04696676
44176,7.719684,35.51092,0.768878,1.24E+18,0.021723025,3,7.719324262,35.51070489
44177,11.69722,39.60109,0.822193,1.24E+18,0.003184386,3,11.69716143,39.60111601
44178,15.96929,43.13832,0.756028,1.24E+18,0.017133577,3,15.96926822,43.1380322
44179,20.53201,46.68985,0.743825,1.24E+18,0.026726266,3,20.53156827,46.68952541
44180,4.962105,33.00936,0.668782,1.24E+18,0.017091228,3,4.962101705,33.00907261
44181,10.6999,39.20702,0.694548,1.24E+18,0.011108767,3,10.69981063,39.2068477
44182,13.54869,41.73982,0.652804,1.24E+18,0.016128474,3,13.54837015,41.73994766
44183,15.93583,43.67218,0.771914,1.24E+18,0.014234905,3,15.9356073,43.67235874
44184,124.395,-7.523672,0.697708,1.24E+18,0.0400838,3,124.3945304,-7.524161134
44185,128.7691,-5.027708,0.701087,1.24E+18,0.004103947,3,128.7690531,-5.027642276
44186,125.428,-6.464241,0.653314,1.24E+18,0.023480551,3,125.4276292,-6.464435576
44187,116.4695,-11.07089,0.747753,1.24E+18,0.05785185,3,116.4690693,-11.07174403
44188,116.5474,-11.15354,0.771617,1.24E+18,0.059016454,3,116.5465443,-11.15297332
44189,125.8576,-4.842302,0.705917,1.24E+18,0.013378572,3,125.857335,-4.842357761
44190,114.7961,-10.54622,0.827381,1.24E+18,0.026401686,3,114.7956367,-10.54627193
44191,117.3819,-11.20942,0.663905,1.24E+18,0.015124718,3,117.3816451,-11.20946934
44192,119.2483,-10.16755,0.691769,1.24E+18,0.012859222,3,119.2483896,-10.16774289
44193,119.4417,-9.12496,0.714536,1.24E+18,0.026873387,3,119.4414446,-9.12535104
44194,119.6166,-9.127564,0.744051,1.24E+18,0.014770655,3,119.616365,-9.127693786
44195,116.2406,-10.49395,0.688791,1.24E+18,0.012704968,3,116.2403555,-10.49392655
44196,118.8455,-9.169762,0.673267,1.24E+18,0.042336296,3,118.8462267,-9.169737807
44197,119.3125,-8.683908,0.753068,1.24E+18,0.022258632,3,119.3128206,-8.684160127
44198,120.9663,-7.245046,0.688212,1.24E+18,0.026861237,3,120.9660339,-7.24539538
44199,28.51299,-16.9535,0.750283,1.24E+18,0.020593394,3,28.51287148,-16.95382818
44200,29.06434,-16.48208,0.650388,1.24E+18,0.017113285,3,29.06415781,-16.48230448
44201,33.01665,-13.26975,0.689708,1.24E+18,0.008469774,3,33.0167761,-13.26982227
44202,36.46139,-10.22917,0.689418,1.24E+18,0.033118437,3,36.46150453,-10.22970953
44203,37.42544,-9.28015,0.75191,1.24E+18,0.014690927,3,37.42524333,-9.280297407
44205,45.71579,-1.45128,0.68679,1.24E+18,0.014465771,3,45.71588487,-1.451499656
44206,30.76931,-14.62366,0.684728,1.24E+18,0.016464044,3,30.76902316,-14.62363991
44207,35.7288,-10.2071,0.707897,1.24E+18,0.034644789,3,35.72869253,-10.20766247
44208,36.22713,-9.853354,0.706251,1.24E+18,0.024882589,3,36.22674232,-9.853513877
44209,40.96474,-5.45725,0.654648,1.24E+18,0.009340991,3,40.96475981,-5.457404128
44210,41.19107,-5.076738,0.75884,1.24E+18,0.025080459,3,41.19101145,-5.077151163
44211,44.31118,-2.293571,0.65588,1.24E+18,0.028083482,3,44.31072112,-2.293477964
44212,44.55539,-2.218137,0.698515,1.24E+18,0.036808406,3,44.55573794,-2.218642291
44213,44.5406,-1.968311,0.764674,1.24E+18,0.017368706,3,44.5408902,-1.968352839
44214,44.95206,-1.618864,0.765759,1.24E+18,0.187796143,3,44.95169473,-1.615755487
44215,27.64069,-16.63616,0.788987,1.24E+18,0.024862487,3,27.64040997,-16.6364758
44216,30.26399,-14.49939,0.764731,1.24E+18,0.022244808,3,30.26387249,-14.49974403
44217,30.85148,-13.79359,0.704895,1.24E+18,0.018677005,3,30.85137802,-13.79388672
44218,30.95745,-13.93735,0.761811,1.24E+18,0.010619534,3,30.95736857,-13.9371925
44219,35.14027,-10.17575,0.746555,1.24E+18,0.035814789,3,35.13980725,-10.17536777
44220,36.27557,-9.000123,0.737673,1.24E+18,0.019521466,3,36.27526989,-9.000248714
44221,40.27191,-5.535322,0.757496,1.24E+18,0.012722232,3,40.27169859,-5.53532164
44222,40.66529,-5.225618,0.699194,1.24E+18,0.018728819,3,40.66512243,-5.225878699
44223,42.03743,-3.724533,0.74002,1.24E+18,0.011592544,3,42.03749607,-3.724714148
44224,43.71954,-2.170941,0.655574,1.24E+18,0.019605674,3,43.71977128,-2.171171516
44226,27.65368,-16.10685,0.650254,1.24E+18,0.028212429,3,27.65319783,-16.10689646
44227,34.01132,-10.63051,0.670046,1.24E+18,0.033583829,3,34.01101172,-10.63003571
44228,34.25663,-10.37374,0.652653,1.24E+18,0.028319911,3,34.25640171,-10.37415062
44229,34.61185,-10.0809,0.734605,1.24E+18,0.022453793,3,34.61185116,-10.08127633
44230,38.47874,-6.698707,0.769757,1.24E+18,0.009793383,3,38.47864182,-6.698839779
44231,38.73746,-6.472589,0.708078,1.24E+18,0.017163958,3,38.73743305,-6.472873722
44232,39.18589,-5.943237,0.712073,1.24E+18,0.03197139,3,39.18582139,-5.943765747
44233,43.32861,-1.984802,0.734986,1.24E+18,0.037411265,3,43.32888969,-1.985357523
44234,43.92466,-1.508732,0.804286,1.24E+18,0.011285031,3,43.92450839,-1.508838111
44235,45.88086,0.4279811,0.658855,1.24E+18,0.029508744,3,45.88076642,0.427497442
44236,27.16491,-15.96229,0.651779,1.24E+18,0.019683547,3,27.16462517,-15.96247233
44237,32.40777,-11.58098,0.686255,1.24E+18,0.03348777,3,32.4075415,-11.58149164
44238,36.047,-8.09912,0.66235,1.24E+18,0.015645905,3,36.04674737,-8.099190864
44239,36.88961,-7.401339,0.680492,1.24E+18,0.025209362,3,36.8894445,-7.401726817
44240,38.66937,-5.837236,0.749539,1.24E+18,0.013252816,3,38.66925766,-5.837427652
44241,39.64696,-4.823337,0.662746,1.24E+18,0.01957844,3,39.64674483,-4.823584815
44242,40.01844,-4.532305,0.677577,1.24E+18,0.015873399,3,40.01824282,-4.532477226
44243,40.42679,-4.204398,0.688647,1.24E+18,0.028009759,3,40.42642583,-4.204693506
44244,41.04488,-3.759276,0.739526,1.24E+18,0.019321425,3,41.0450976,-3.759513882
44245,41.97761,-2.8529,0.734354,1.24E+18,0.031019558,3,41.97733439,-2.853339066
44246,43.47361,-1.406047,0.731,1.24E+18,0.017743086,3,43.47339828,-1.405844729
44247,43.57679,-1.376878,0.718587,1.24E+18,0.023572804,3,43.57641609,-1.37701021
44248,46.34266,1.310238,0.772024,1.24E+18,0.021994618,3,46.34240548,1.309977217
44249,27.08501,-15.42091,0.744292,1.24E+18,0.037636186,3,27.08467309,-15.42144778
44250,33.36936,-10.04933,0.720709,1.24E+18,0.020785426,3,33.36922319,-10.04965353
44251,34.0815,-9.470035,0.72235,1.24E+18,0.038048446,3,34.08086412,-9.470087045
44252,40.35941,-3.65953,0.703387,1.24E+18,0.043844318,3,40.35890836,-3.66006641
44253,41.41352,-2.706879,0.772284,1.24E+18,0.015308409,3,41.41330451,-2.706749475
44254,41.67062,-2.53421,0.698838,1.24E+18,0.047659201,3,41.67115806,-2.534794747
44255,41.99365,-2.077856,0.70269,1.24E+18,0.023874596,3,41.99329892,-2.077673024
44256,42.67735,-1.651092,0.6517,1.24E+18,0.041439891,3,42.67684603,-1.651569041
44257,119.4933,-9.832829,0.734156,1.24E+18,0.039591429,3,119.4927358,-9.83311409
44258,120.4525,-9.433405,0.704176,1.24E+18,0.021398559,3,120.4522996,-9.433673415
44259,126.6898,-5.726886,0.681841,1.24E+18,0.010282967,3,126.6896167,-5.726983874
44260,120.7642,-8.738974,0.71016,1.24E+18,0.014411799,3,120.7639603,-8.739110256
44261,120.1314,-8.004419,0.747223,1.24E+18,0.01782552,3,120.1313313,-8.004709977
44262,124.1715,-5.633506,0.661596,1.24E+18,0.008735328,3,124.1714147,-5.633401145
44263,123.2622,-5.727012,0.675822,1.24E+18,0.032406575,3,123.2617895,-5.7274057
44264,4.098474,-3.383054,0.77284,1.24E+18,0.038330186,3,4.098476444,-3.383693325
44266,4.666372,-2.762243,0.657668,1.24E+18,0.010743132,3,4.66635682,-2.762421654
44267,4.94665,-2.612882,0.698578,1.24E+18,0.031616696,3,4.946354663,-2.613318811
44268,7.05348,-0.3066045,0.681016,1.24E+18,0.03338409,3,7.053804574,-0.307056507
44269,8.875225,1.304029,0.656637,1.24E+18,0.025066469,3,8.875292973,1.303617243
44270,10.87986,3.295068,0.747091,1.24E+18,0.025023411,3,10.87998643,3.294668592
44271,12.34434,4.895098,0.677747,1.24E+18,0.01665552,3,12.34458363,4.894971375
44273,3.362876,-3.537072,0.656647,1.24E+18,0.023499117,3,3.363264431,-3.537130085
44274,3.488678,-3.325148,0.72453,1.24E+18,0.027582132,3,3.488420712,-3.325529292
44275,5.145116,-1.683104,0.778156,1.24E+18,0.018063978,3,5.145161084,-1.683401452
44276,5.236349,-1.504228,0.759141,1.24E+18,0.028992077,3,5.236077769,-1.504628207
44277,12.262,5.317953,0.674131,1.24E+18,0.010508789,3,12.26187108,5.317834039
44278,12.95892,6.152942,0.725726,1.24E+18,0.018036888,3,12.95889018,6.152643009
44279,3.749136,-2.664834,0.768444,1.24E+18,0.038460794,3,3.748923544,-2.665439204
44280,8.050408,1.883953,0.747438,1.24E+18,0.006537354,3,8.050333451,1.88403225
44281,8.628875,2.479806,0.779317,1.24E+18,0.029122475,3,8.628441566,2.479586727
44282,9.707318,3.405415,0.703638,1.24E+18,0.055591463,3,9.706954135,3.404562352
44283,9.701291,3.420884,0.71755,1.24E+18,0.013543093,3,9.70107073,3.420833718
44284,10.11457,3.795989,0.764176,1.24E+18,0.024497928,3,10.11459145,3.795581718
44285,2.581007,-3.161026,0.727039,1.24E+18,0.022662588,3,2.580664693,-3.161188248
44286,2.882552,-2.892117,0.741817,1.24E+18,0.02540382,3,2.882264001,-2.892427125
44287,3.805248,-1.906664,0.694856,1.24E+18,0.040763157,3,3.804962552,-1.907280366
44288,3.907179,-1.6893,0.725497,1.24E+18,0.007548174,3,3.907260934,-1.689395364
44290,7.151573,1.539459,0.653793,1.24E+18,0.023856027,3,7.151438072,1.53908527
44291,7.701941,2.024095,0.830857,1.24E+18,0.011377389,3,7.70208212,2.023967811
44292,8.725754,3.040508,0.676202,1.24E+18,0.015294222,3,8.72573427,3.040253874
44293,8.698336,3.074129,0.738463,1.24E+18,0.019169093,3,8.698484499,3.073846302
44294,8.812878,3.251004,0.682506,1.24E+18,0.013734758,3,8.812739078,3.250822087
44295,9.999454,4.250174,0.786866,1.24E+18,0.023648444,3,9.999059564,4.250205326
44296,10.18967,4.584684,0.720673,1.24E+18,0.018880585,3,10.1898018,4.584398575
44297,10.85491,5.222506,0.681031,1.24E+18,0.011525271,3,10.85472192,5.222512952
44298,10.84148,5.257673,0.804958,1.24E+18,0.018362017,3,10.84123427,5.25748855
44299,2.276487,-2.904485,0.691832,1.24E+18,0.010651476,3,2.276590848,-2.90462945
44300,7.085049,2.0015,0.716978,1.24E+18,0.014396064,3,7.084978635,2.001270633
44301,11.77931,6.585685,0.69452,1.24E+18,0.005069621,3,11.77923189,6.585724204
44302,6.288596,1.661363,0.750277,1.24E+18,0.016953511,3,6.288380498,1.661179648
44303,6.803953,2.398184,0.752559,1.24E+18,0.017691797,3,6.803821855,2.397919998
44304,9.490862,5.148283,0.810548,1.24E+18,0.020216626,3,9.490759607,5.14796183
